-101, -1192, 788
-98, -921, 530
-41, -528, 433
67, -100, 357
67, -100, 357
138, 126, 369
213, 339, 372
318, 523, 299
298, 402, 57
298, 402, 57
181, 279, -64
30, 96, -72
-68, -146, -85
-99, -313, -62
-,-,-
-289, -978, 25
-286, -987, 1
-286, -987, 1
-290, -1002, 51
-266, -949, 40
-289, -943, 112
-337, -969, 90
-424, -964, 85
-557, -960, 37
-675, -906, -41
-675, -906, -86
-825, -841, -86
-1031, -850, -47
-1205, -824, -53
-1291, -742, -28
-1368, -782, 89
-1399, -864, 171
-1289, -839, 221
-1080, -752, 271
-838, -752, 196
-515, -574, 144
-116, -400, 221
219, -409, 273
440, -478, 165
533, -631, 134
580, -889, 236
580, -889, 236
608, -1159, 436
600, -1314, 735
622, -1295, 863
622, -1248, 835
588, -1160, 707
553, -920, 501
497, -677, 310
394, -511, 162
302, -303, 52
302, -303, 52
233, -74, 45
176, 140, 119
211, 415, 159
181, 516, 181
181, 516, 181
19, 169, 266
-90, -113, 391
-102, -250, 502
-126, -468, 493
-269, -846, 429
-464, -1252, 459
-607, -1639, 717
-602, -1720, 913
-491, -1668, 1153
-408, -1739, 1398
-346, -1765, 1644
-246, -1672, 1727
-120, -1481, 1590
-21, -1259, 1397
-29, -1211, 1218
-15, -1131, 1089
57, -1019, 976
212, -961, 942
482, -947, 953
482, -947, 953
857, -845, 962
1155, -731, 1088
1250, -618, 1236
1151, -542, 1358
916, -541, 1309
534, -746, 1178
154, -872, 1084
-114, -657, 1017
-284, -183, 1209
-524, -36, 1061
-830, -215, 798
-1034, -497, 616
-1082, -569, 490
-1019, -415, 631
-1005, -452, 717
-995, -606, 725
-920, -637, 714
-920, -637, 714
-768, -526, 734
-759, -726, 741
-708, -912, 815
-644, -1166, 861
-604, -1425, 830
-644, -1793, 917
-663, -1998, 1005
-678, -1998, 1010
-684, -1998, 984
-567, -1998, 982
-395, -1946, 1050
-234, -1574, 1131
-63, -1053, 983
72, -588, 702
155, -243, 494
282, 193, 359
307, 381, 351
231, 325, 357
231, 325, 357
177, 247, 225
144, 222, 83
96, 227, 24
96, 227, 24
12, 57, -31
-5, -60, 11
-39, -231, -64
-,-,-
-186, -985, 138
-158, -923, 36
-199, -994, 27
-240, -1054, -35
-251, -984, -15
-270, -937, 35
-270, -937, 35
-335, -960, -27
-434, -965, -29
-584, -973, -37
-745, -831, -121
-996, -710, -157
-1300, -765, -64
-1506, -821, 3
-1545, -732, 84
-1485, -683, 105
-1383, -722, 55
-1241, -771, 108
-989, -775, 191
-629, -740, 260
-189, -628, 185
173, -616, 143
173, -616, 143
423, -760, 207
594, -823, 317
752, -898, 476
906, -1051, 607
990, -1098, 624
965, -1068, 671
862, -1016, 676
751, -860, 653
751, -860, 653
635, -606, 500
493, -383, 337
355, -151, 180
289, 192, 43
249, 429, 42
249, 429, 42
136, 475, 133
-47, 288, 152
-194, -37, 184
-257, -335, 142
-289, -581, 90
-273, -728, 151
-315, -970, 407
-315, -970, 407
-435, -1357, 641
-509, -1677, 909
-496, -1792, 1307
-431, -1847, 1612
-346, -1859, 1818
-187, -1677, 1791
-34, -1453, 1620
44, -1240, 1439
-6, -1189, 1330
-46, -1182, 1161
6, -1136, 1049
232, -995, 885
565, -870, 816
916, -884, 894
1292, -769, 1032
1523, -519, 1160
1378, -352, 1485
978, -312, 1546
485, -423, 1379
10, -551, 1293
10, -551, 1293
-447, -482, 1260
-906, -470, 980
-1195, -455, 675
-1306, -363, 397
-1395, -379, 210
-1509, -570, 295
-1507, -659, 453
-1396, -661, 678
-1262, -758, 854
-1069, -822, 988
-849, -894, 1046
-740, -1295, 1051
-605, -1669, 949
-607, -1997, 890
-625, -1998, 865
-638, -1998, 1034
-561, -1998, 1247
-430, -1948, 1452
-260, -1489, 1470
-131, -955, 1201
-51, -547, 781
10, -223, 411
60, 52, 134
126, 265, -38
126, 265, -38
191, 401, -86
248, 503, -90
249, 553, -133
193, 412, -169
50, 20, -155
-,-,-
-319, -1029, 82
-331, -993, 65
-425, -1016, 85
-549, -1034, 103
-666, -960, 129
-752, -772, 75
-752, -772, 75
-938, -706, 22
-1179, -751, -33
-1293, -820, -62
-1278, -802, 5
-1222, -736, 5
-1179, -747, -32
-1061, -733, -45
-910, -727, -23
-754, -755, -13
-511, -708, 66
-189, -661, 200
-189, -661, 200
113, -600, 342
363, -619, 401
485, -795, 449
549, -1012, 536
643, -1189, 613
741, -1195, 682
776, -1132, 668
748, -1050, 635
683, -968, 554
580, -866, 455
580, -866, 455
484, -675, 351
417, -417, 266
359, -134, 110
274, 125, -25
213, 344, -74
152, 446, 53
152, 446, 53
79, 452, 170
-15, 339, 242
-124, 25, 345
-124, 25, 345
-192, -358, 465
-157, -517, 571
-160, -667, 641
-326, -1018, 769
-519, -1401, 1049
-612, -1689, 1167
-610, -1856, 1415
-522, -1893, 1603
-373, -1809, 1586
-213, -1695, 1491
-94, -1608, 1410
7, -1463, 1374
97, -1281, 1332
210, -1087, 1216
327, -985, 1034
514, -874, 926
777, -833, 946
1073, -774, 1008
1291, -618, 1121
1298, -520, 1194
1157, -463, 1209
915, -385, 1332
530, -464, 1359
150, -506, 1297
150, -506, 1297
-172, -389, 1194
-528, -271, 1037
-848, -254, 840
-1078, -389, 617
-1187, -516, 477
-1203, -550, 456
-1127, -505, 498
-1066, -494, 619
-1023, -548, 731
-943, -604, 869
-799, -606, 961
-720, -742, 982
-649, -1123, 966
-576, -1604, 946
-503, -1987, 975
-416, -1998, 1008
-492, -1998, 1009
-577, -1998, 1274
-499, -1998, 1658
-317, -1892, 1773
-76, -1208, 1634
69, -655, 1294
96, -333, 864
56, -100, 503
56, 155, 209
56, 155, 209
85, 342, -18
116, 435, -49
119, 415, -70
132, 366, -25
132, 366, -25
139, 320, 43
-,-,-
-156, -914, 30
-140, -942, -14
-182, -986, -20
-182, -986, -20
-205, -1020, -44
-231, -1036, -51
-255, -1046, -13
-307, -1054, -5
-386, -1013, 13
-494, -910, 79
-674, -777, 110
-897, -735, 13
-1089, -691, -120
-1285, -764, -86
-1384, -816, 94
-1380, -877, 243
-1288, -827, 211
-1140, -782, 18
-1027, -845, -180
-823, -844, -195
-434, -720, -59
-62, -572, 44
-62, -572, 44
246, -572, 249
487, -773, 378
685, -920, 512
850, -895, 757
921, -932, 923
864, -1052, 968
777, -1097, 884
652, -1030, 629
652, -1030, 629
538, -816, 372
428, -559, 163
338, -281, -20
273, 33, -185
238, 315, -238
211, 462, -97
179, 503, 120
179, 503, 120
112, 443, 251
-2, 171, 423
-119, -305, 588
-93, -591, 829
-70, -751, 950
-70, -751, 950
-244, -1166, 1107
-497, -1666, 1255
-627, -1935, 1353
-549, -1903, 1452
-434, -1817, 1521
-347, -1781, 1605
-83, -1419, 1328
-83, -1419, 1328
43, -1287, 1193
116, -1220, 1092
182, -1150, 1060
291, -1038, 1133
471, -907, 1075
674, -770, 1004
860, -722, 868
1042, -737, 856
1145, -732, 970
1195, -620, 1086
1093, -631, 1271
893, -650, 1266
674, -542, 1097
400, -461, 852
129, -339, 740
-143, -180, 826
-143, -180, 826
-482, -119, 892
-838, -265, 922
-1137, -518, 780
-1266, -627, 557
-1301, -716, 464
-1234, -733, 538
-1101, -669, 618
-940, -606, 748
-795, -612, 822
-679, -785, 830
-553, -1000, 768
-442, -1303, 779
-334, -1633, 835
-349, -1974, 1011
-446, -1998, 1155
-527, -1998, 1148
-591, -1998, 1212
-556, -1998, 1274
-361, -1871, 1343
-197, -1348, 1380
-67, -859, 1278
35, -426, 960
129, -47, 504
197, 266, 110
213, 398, -136
213, 398, -136
186, 395, -175
171, 408, -180
98, 302, -235
67, 201, -146
45, 80, -115
45, 80, -115
46, -9, -68
35, -60, -48
-21, -237, -64
-,-,-
-108, -958, 91
-84, -922, 110
-131, -983, 68
-190, -1062, 50
-228, -1106, 50
-241, -1061, 49
-288, -1011, 79
-377, -956, 58
-377, -956, 58
-489, -881, 27
-674, -825, -21
-904, -864, -21
-1101, -863, 23
-1207, -848, 120
-1230, -758, 194
-1151, -636, 204
-1038, -635, 184
-928, -620, 79
-826, -672, 116
-641, -626, 187
-438, -707, 110
-203, -871, -2
-203, -871, -2
-4, -968, -181
147, -1062, -225
268, -1217, -66
439, -1242, 256
614, -1197, 576
738, -1064, 736
822, -848, 712
871, -598, 567
846, -390, 338
846, -390, 338
750, -185, 149
598, -29, 118
412, 49, 107
261, 154, 96
163, 254, 153
163, 254, 153
72, 211, 219
-1, 108, 328
-63, -35, 424
-43, -136, 548
-43, -136, 548
-15, -367, 666
-2, -736, 773
7, -938, 829
-70, -1142, 953
-229, -1398, 1023
-350, -1614, 1235
-388, -1750, 1522
-361, -1767, 1661
-283, -1668, 1573
-169, -1561, 1450
-64, -1453, 1431
15, -1341, 1467
119, -1221, 1425
256, -1073, 1336
452, -848, 1155
670, -685, 947
916, -669, 815
916, -669, 815
1188, -631, 820
1410, -530, 1024
1469, -515, 1324
1384, -367, 1369
1101, -203, 1308
569, -276, 1273
25, -392, 1262
-405, -347, 1262
-708, -294, 1115
-929, -181, 828
-1116, -245, 528
-1230, -452, 376
-1221, -589, 320
-1105, -514, 558
-995, -491, 820
-942, -582, 944
-834, -666, 922
-627, -640, 1003
-439, -703, 1045
-343, -948, 1027
-338, -1340, 1017
-425, -1709, 1090
-575, -1963, 1151
-665, -1998, 1139
-729, -1998, 1038
-755, -1998, 907
-646, -1973, 808
-434, -1666, 781
-199, -1220, 725
-29, -801, 535
54, -497, 312
54, -497, 312
78, -308, 143
89, -199, 138
95, -111, 209
137, 116, 333
137, 116, 333
180, 307, 399
204, 311, 326
215, 205, 184
185, 62, 99
185, 62, 99
-,-,-
-221, -958, 29
-221, -958, 29
-214, -952, 14
-222, -973, 40
-231, -997, -3
-249, -1015, -4
-305, -1055, 63
-396, -1078, 125
-499, -1063, 181
-597, -934, 98
-776, -780, -23
-1106, -752, -36
-1391, -812, -161
-1493, -850, -172
-1497, -879, -86
-1404, -801, -33
-1234, -653, -23
-1033, -585, 113
-778, -545, 275
-778, -545, 275
-429, -494, 421
-53, -377, 464
247, -355, 444
439, -425, 444
513, -646, 386
573, -790, 308
610, -939, 316
614, -1106, 341
620, -1160, 435
620, -1160, 435
651, -1043, 574
678, -823, 642
673, -570, 576
632, -330, 432
568, -143, 349
485, -13, 343
418, 136, 351
418, 136, 351
402, 331, 315
400, 481, 293
336, 391, 247
233, 122, 332
140, -154, 435
140, -154, 435
3, -446, 456
-329, -1146, 678
-622, -1885, 918
-674, -1998, 1133
-592, -1998, 1485
-469, -1998, 1912
-207, -1928, 1998
155, -1521, 1944
435, -1234, 1773
510, -1136, 1467
547, -983, 1088
587, -772, 887
568, -676, 797
556, -721, 787
631, -803, 876
763, -821, 920
763, -821, 920
953, -645, 979
1088, -519, 1052
1073, -603, 1107
949, -772, 1199
819, -796, 1243
715, -607, 1195
581, -373, 1145
372, -185, 960
66, -96, 800
66, -96, 800
-311, -54, 857
-633, -83, 941
-935, -312, 930
-1128, -517, 804
-1188, -641, 759
-1168, -696, 726
-1048, -650, 670
-946, -579, 707
-846, -649, 759
-793, -902, 716
-649, -1065, 708
-469, -1126, 736
-405, -1421, 889
-366, -1827, 1069
-266, -1998, 1209
-252, -1998, 1383
-362, -1998, 1449
-447, -1998, 1434
-340, -1984, 1443
-221, -1656, 1361
-127, -1236, 1134
-16, -800, 773
48, -440, 400
75, -230, 37
75, -230, 37
62, -144, -197
96, -58, -99
186, 80, 20
186, 80, 20
235, 190, 88
230, 195, 73
189, 140, 93
189, 140, 93
126, 44, 65
94, -68, 116
-,-,-
-139, -971, 105
-137, -1005, 102
-131, -997, 50
-150, -1001, 29
-218, -1005, 97
-320, -1013, 165
-458, -1011, 145
-630, -895, 100
-929, -896, 154
-1214, -987, 189
-1343, -1001, 103
-1370, -965, 75
-1288, -813, 51
-1177, -688, 55
-1177, -688, 55
-1094, -673, 59
-955, -689, 63
-734, -659, 55
-441, -609, 71
-72, -592, -87
202, -563, -107
331, -729, 143
459, -978, 364
459, -978, 364
572, -1123, 612
687, -1146, 828
775, -1168, 909
769, -1173, 790
714, -1102, 685
647, -1011, 475
552, -923, 193
449, -802, 50
372, -620, -15
315, -403, -24
315, -403, -24
291, -135, 8
276, 118, 20
255, 265, 29
263, 426, 197
263, 426, 197
257, 569, 384
197, 550, 538
79, 308, 699
-43, -2, 674
-43, -2, 674
-134, -316, 559
-242, -717, 490
-405, -1204, 637
-514, -1567, 861
-529, -1803, 1072
-464, -1895, 1213
-355, -1925, 1363
-209, -1849, 1601
-16, -1639, 1634
166, -1437, 1591
300, -1230, 1571
349, -1116, 1482
372, -1079, 1345
431, -1015, 1134
538, -897, 914
680, -805, 758
876, -757, 805
1152, -797, 978
1395, -968, 1209
1420, -1041, 1182
1318, -760, 1022
1090, -464, 940
1090, -464, 940
819, -203, 1047
397, -92, 1121
-80, -64, 1187
-470, 56, 1127
-800, 53, 921
-1047, -170, 786
-1181, -436, 761
-1204, -546, 817
-1151, -547, 856
-1020, -492, 954
-863, -461, 1037
-750, -548, 960
-611, -600, 941
-455, -714, 1010
-455, -714, 1085
-353, -1077, 1085
-270, -1836, 1360
-401, -1998, 1570
-555, -1998, 1587
-490, -1998, 1637
-261, -1998, 1696
-18, -1773, 1524
91, -1409, 1288
204, -1048, 988
329, -391, 648
329, -391, 648
245, -22, 309
87, 95, 52
51, 219, -86
163, 466, 33
163, 466, 33
254, 648, 75
219, 584, -7
170, 498, -127
170, 498, -127
-,-,-
-137, -976, 61
-136, -962, 91
-128, -966, 55
-134, -970, 85
-158, -989, 83
-179, -992, 100
-219, -1020, 84
-272, -1030, 61
-370, -1046, 106
-491, -1017, 163
-623, -904, 131
-764, -725, 63
-764, -725, 63
-910, -637, 53
-1140, -652, 22
-1395, -781, -40
-1588, -974, -116
-1599, -1071, -103
-1390, -901, -74
-1147, -681, -20
-877, -498, 37
-587, -375, 118
-268, -323, 242
84, -336, 304
391, -281, 363
547, -241, 407
547, -241, 407
608, -543, 611
622, -1094, 866
589, -1465, 970
588, -1582, 960
704, -1442, 848
776, -1208, 635
749, -960, 459
649, -797, 346
514, -694, 328
514, -694, 328
401, -536, 434
331, -258, 490
261, 91, 429
210, 350, 309
160, 520, 235
160, 520, 235
42, 527, 287
-130, 302, 377
-224, 23, 433
-262, -253, 463
-251, -475, 452
-270, -761, 536
-339, -1070, 845
-410, -1294, 1098
-430, -1461, 1383
-430, -1601, 1560
-383, -1623, 1689
-312, -1617, 1738
-249, -1641, 1780
-131, -1516, 1686
25, -1301, 1534
175, -1067, 1377
266, -923, 1189
335, -822, 1094
436, -745, 1037
436, -745, 1037
571, -764, 908
762, -761, 868
970, -664, 966
1062, -569, 1062
1026, -553, 1031
898, -538, 1058
692, -559, 1069
384, -732, 1014
108, -765, 871
22, -219, 800
22, -219, 800
15, 386, 982
-222, 268, 1113
-559, -114, 1011
-785, -441, 827
-834, -526, 782
-771, -500, 839
-739, -543, 814
-678, -582, 825
-582, -576, 904
-444, -528, 1010
-359, -635, 1222
-359, -635, 1222
-282, -855, 1321
-181, -1050, 1339
-181, -1332, 1495
-217, -1886, 1690
-225, -1992, 1590
-288, -1998, 1515
-294, -1996, 1406
-208, -1764, 1395
-60, -1355, 1387
-7, -971, 1190
-14, -678, 805
-14, -678, 805
27, -293, 439
31, -17, 121
-53, 15, -170
-1, 211, -147
60, 338, -83
60, 338, -83
-31, 153, -38
-51, 7, -34
13, 15, -12
13, 15, -12
20, -49, -40
-,-,-
-105, -939, 78
-100, -958, 38
-139, -1000, 81
-139, -1000, 81
-157, -1006, 140
-182, -986, 172
-242, -1001, 166
-343, -1033, 171
-461, -1028, 175
-644, -934, 157
-935, -921, 305
-1189, -1009, 463
-1303, -1023, 473
-1257, -856, 287
-1159, -709, 43
-1062, -648, -85
-1004, -690, -160
-912, -728, -142
-771, -729, -147
-587, -755, -171
-352, -734, -124
-111, -660, 82
144, -650, 396
432, -774, 661
681, -867, 828
864, -916, 849
864, -916, 849
998, -976, 837
1020, -996, 766
983, -912, 667
885, -803, 520
756, -651, 312
650, -400, 166
565, -61, 32
565, -61, 32
480, 259, -104
370, 517, -157
228, 665, -11
31, 466, 245
31, 466, 245
-101, 148, 507
-149, -65, 705
-146, -350, 818
-97, -613, 770
-85, -830, 641
-219, -1186, 770
-455, -1644, 986
-499, -1729, 1137
-383, -1577, 1334
-234, -1523, 1445
-131, -1458, 1454
-78, -1384, 1350
-20, -1387, 1314
59, -1380, 1309
180, -1236, 1318
307, -1070, 1208
383, -1010, 1143
508, -922, 1084
508, -922, 1084
708, -849, 1009
918, -822, 975
1123, -773, 996
1308, -735, 1165
1408, -810, 1191
1417, -581, 1208
1221, -247, 1268
809, -115, 1379
335, -170, 1240
-126, -285, 1123
-447, -227, 972
-671, -202, 917
-864, -270, 903
-967, -285, 698
-1022, -356, 583
-1088, -576, 602
-1075, -701, 727
-1012, -700, 994
-931, -796, 1233
-888, -1094, 1421
-740, -1273, 1380
-600, -1451, 1327
-539, -1788, 1335
-463, -1998, 1379
-370, -1998, 1322
-252, -1998, 1285
-198, -1998, 1255
-118, -1833, 1287
14, -1345, 1291
142, -748, 1047
141, -295, 596
73, -45, 167
73, -45, 167
52, 166, -37
133, 387, -98
184, 540, -135
144, 510, -31
144, 510, -31
-,-,-
-106, -927, 86
-111, -947, 37
-111, -947, 37
-136, -982, 101
-154, -1003, 91
-156, -989, 113
-186, -1028, 134
-234, -1055, 142
-283, -1023, 197
-369, -968, 161
-531, -861, 72
-819, -680, -63
-1165, -600, -171
-1479, -692, -99
-1678, -889, 48
-1609, -846, -21
-1435, -732, 7
-1247, -728, 165
-955, -691, 312
-955, -691, 312
-589, -575, 556
-231, -528, 762
73, -550, 750
286, -664, 658
421, -801, 634
575, -918, 614
695, -1018, 622
757, -1107, 642
811, -1089, 708
811, -1089, 708
806, -1028, 653
770, -880, 628
730, -626, 545
650, -356, 363
550, -66, 172
457, 227, -72
435, 582, -156
435, 582, -156
424, 815, -19
278, 811, 258
46, 523, 439
-163, -70, 551
-258, -547, 609
-232, -683, 574
-232, -683, 574
-351, -879, 734
-616, -1348, 1012
-802, -1712, 1285
-804, -1825, 1453
-763, -1857, 1515
-670, -1774, 1586
-544, -1626, 1627
-274, -1357, 1494
-158, -1255, 1320
-42, -1139, 1139
109, -951, 1021
264, -782, 949
264, -782, 949
430, -653, 936
593, -605, 879
742, -621, 838
911, -649, 816
1073, -699, 865
1140, -596, 1028
1100, -353, 1090
901, -330, 1108
620, -413, 1226
620, -413, 1226
330, -360, 1294
-35, -293, 1297
-444, -314, 1063
-735, -303, 918
-857, -225, 869
-986, -313, 793
-1051, -479, 752
-1039, -556, 785
-968, -507, 807
-855, -465, 897
-779, -571, 1038
-750, -841, 1111
-730, -1172, 1253
-737, -1593, 1377
-629, -1867, 1459
-501, -1994, 1530
-424, -1998, 1554
-343, -1998, 1539
-221, -1998, 1519
0, -1777, 1411
233, -1396, 1193
360, -1115, 1008
276, -928, 809
184, -587, 434
147, -229, 228
103, -3, 101
103, -3, 101
51, 163, 53
59, 367, 45
126, 501, 79
126, 501, 79
134, 461, 53
122, 391, 41
59, 207, 61
59, 207, 61
-,-,-
-235, -957, 23
-235, -957, -9
-279, -998, -9
-344, -975, 5
-413, -928, 35
-537, -919, 91
-759, -831, 192
-994, -697, 167
-1223, -734, 94
-1421, -851, -56
-1543, -969, -248
-1550, -949, -435
-1491, -892, -442
-1383, -877, -307
-1181, -801, -119
-873, -684, 135
-454, -503, 391
-4, -292, 494
-4, -292, 494
309, -327, 496
520, -620, 634
672, -1022, 731
785, -1198, 771
876, -1173, 793
904, -1127, 778
853, -1083, 713
780, -929, 567
716, -675, 357
716, -675, 357
659, -400, 226
613, -111, 193
544, 172, 109
472, 373, 89
386, 472, 67
386, 472, 67
238, 524, 129
61, 411, 306
-110, 125, 494
-236, -160, 566
-282, -369, 644
-282, -369, 644
-301, -598, 699
-333, -799, 728
-462, -1125, 867
-639, -1568, 1047
-662, -1749, 1233
-523, -1655, 1440
-345, -1601, 1587
-198, -1612, 1718
-69, -1629, 1755
96, -1518, 1720
269, -1354, 1673
424, -1089, 1563
502, -901, 1358
540, -843, 1124
619, -741, 935
756, -647, 842
878, -617, 919
1003, -551, 906
1121, -405, 880
1162, -376, 889
1097, -539, 890
1097, -539, 890
984, -606, 936
780, -479, 906
512, -306, 967
208, -235, 1136
-137, -123, 1202
-444, 4, 1115
-712, -40, 928
-971, -322, 928
-1090, -512, 1116
-1083, -630, 1128
-1005, -588, 1069
-932, -526, 994
-884, -642, 1028
-758, -716, 1149
-596, -778, 1193
-500, -992, 1188
-462, -1398, 1149
-552, -1890, 1125
-641, -1998, 1288
-618, -1998, 1333
-532, -1998, 1364
-420, -1998, 1391
-277, -1679, 1440
-151, -1120, 1453
-69, -650, 1186
29, -254, 783
74, 15, 384
74, 15, 384
64, 131, 16
45, 252, -220
34, 396, -253
34, 396, -253
53, 421, -183
84, 366, -192
66, 271, -286
72, 187, -250
-,-,-
-248, -943, 117
-250, -931, 94
-250, -931, 94
-287, -941, 66
-340, -954, 45
-399, -948, 68
-471, -894, 103
-595, -865, 87
-798, -892, 89
-1034, -986, 105
-1207, -1014, 166
-1230, -931, 280
-1239, -813, 344
-1243, -767, 382
-1166, -704, 383
-952, -562, 369
-952, -562, 369
-744, -495, 322
-607, -569, 217
-440, -730, 230
-152, -820, 292
134, -879, 268
350, -928, 233
554, -939, 302
699, -987, 383
789, -1044, 589
843, -1009, 812
843, -1009, 812
851, -935, 886
797, -849, 853
718, -734, 750
627, -582, 587
568, -421, 452
568, -142, 321
591, 212, 155
591, 212, 155
594, 478, 45
492, 529, 85
336, 425, 231
190, 213, 424
190, 213, 424
41, -76, 606
-67, -327, 766
-263, -754, 852
-494, -1390, 792
-737, -1960, 840
-766, -1998, 1047
-607, -1918, 1275
-445, -1836, 1452
-274, -1764, 1484
-72, -1587, 1442
159, -1360, 1391
355, -1154, 1369
