-,-,-
4, 26, 987
4, 26, 987
-5, 20, 1045
0, 20, 1024
0, 20, 1024
3, 9, 1023
1, 11, 1024
1, 11, 1024
7, 2, 1022
8, -6, 1021
10, -12, 1019
10, -12, 1019
5, -13, 1030
2, 11, 1023
3, 8, 1023
3, 8, 1023
4, 1, 1023
5, 1, 1023
5, 1, 1023
5, 0, 1023
4, 0, 1023
4, 0, 1023
4, 1, 1023
5, 1, 1024
5, 1, 1024
5, 0, 1024
-,-,-
1, -35, 1002
1, -35, 1002
-4, -43, 1024
-3, 0, 1022
11, 47, 1023
11, 47, 1023
20, 35, 1021
4, 0, 1022
4, 1, 1023
4, 1, 1023
5, 1, 1022
5, 0, 1022
5, 0, 1022
6, 1, 1022
-,-,-
0, 0, 1022
9, 1, 1014
9, 1, 1014
6, 0, 1021
5, 0, 1022
5, 0, 1022
4, 0, 1023
5, 0, 1023
5, 0, 1023
6, 0, 1023
5, 0, 1023
5, 0, 1023
5, 0, 1023
5, 0, 1022
5, 0, 1022
5, 0, 1023
5, 0, 1023
5, 0, 1023
5, 0, 1024
4, 0, 1023
4, 0, 1023
5, 0, 1023
4, 1, 1022
4, 1, 1022
5, 0, 1023
5, 0, 1023
4, 0, 1024
4, 0, 1023
4, 0, 1023
5, 0, 1023
5, 0, 1023
5, 0, 1023
5, 0, 1023
5, 0, 1023
5, 0, 1023
5, 1, 1024
5, 0, 1023
5, 0, 1023
5, 0, 1024
6, 0, 1022
-,-,-
5, 0, 1010
5, 0, 1010
4, 2, 1025
4, 0, 1023
4, 0, 1023
5, 1, 1023
5, 1, 1023
5, 1, 1023
6, 0, 1023
5, 1, 1023
5, 1, 1023
5, 0, 1023
5, 0, 1023
5, 0, 1023
5, 0, 1023
5, 0, 1023
6, 0, 1024
5, 0, 1022
5, 0, 1022
5, 1, 1024
5, 0, 1024
5, 0, 1024
